site_name,field,sys_trt,cc_trt,mccbio_Mgha
Central,B42,grain,rye,1.3409250469924812
Central,B42,silage,rye,2.0017298145933013
Central,B44,grain,rye,0.8882774808114036
Central,B44,silage,rye,1.9802908692185008
East,S,grain,rye,1.3162505231689088
West,F,grain,rye,0.4532442417448022
